,USSWII1,USSWII2,USSWII3,USSWII4,USSWII5,USSWII6,USSWII7,USSWII8,USSWII9,USSWII10,USSWII12,USSWII15,USSWII20,USSWII25,USSWII30
2021-01-05,207.125,208.25,209.875,210.75,212.5,214.25,216.125,217.75,219.625,221.375,223.125,223.5,223.0,223.125,223.875
2021-01-06,211.375,213.375,214.0,215.0,216.375,218.125,219.75,221.5,223.125,224.875,226.875,227.625,227.375,227.75,228.5
2021-01-07,218.75,220.5,221.0,221.75,221.875,223.125,224.375,225.75,227.25,228.75,230.5,231.125,231.0,231.0,231.25
2021-01-08,220.25,219.75,220.625,221.0,221.375,222.25,223.25,224.25,225.5,226.75,228.375,228.5,228.375,228.375,228.5
2021-01-11,216.25,217.0,217.5,218.625,219.5,220.375,221.625,223.125,224.75,226.625,228.375,228.625,228.625,228.875,229.25
2021-01-12,217.75,218.0,218.0,218.625,219.625,220.6875,221.875,223.125,224.75,226.625,228.5,228.875,229.125,229.375,229.875
2021-01-13,216.0,216.25,216.75,217.625,218.0,219.0,220.375,222.125,223.875,225.875,228.0,228.625,228.75,229.125,230.0
2021-01-14,219.0,220.25,221.125,222.0,222.875,223.75,224.625,225.375,226.625,228.375,230.25,230.375,230.625,230.75,231.375
2021-01-15,217.0,219.75,220.75,222.0,222.75,223.75,225.125,225.875,227.25,229.0,231.0,231.375,231.375,231.625,232.0
2021-01-18,217.0,219.75,220.75,222.0,222.75,223.75,225.125,225.875,227.25,229.0,231.0,231.375,231.375,231.625,232.0
2021-01-19,221.25,224.125,224.375,224.875,225.375,226.125,226.875,227.75,229.0,230.375,232.0,232.5,232.25,232.375,232.75
2021-01-20,221.0,224.75,225.75,226.75,227.75,228.375,229.0,229.125,230.0,231.0,231.875,231.875,231.75,231.5,231.375
2021-01-21,226.75,229.125,230.125,230.875,231.5,232.5,233.625,234.25,235.0,235.875,236.625,236.375,236.25,236.0,235.875
2021-01-22,221.875,225.625,226.25,226.375,227.5,228.625,229.75,230.125,231.0,232.0,233.125,233.0,232.625,232.375,232.875
2021-01-25,222.5,225.375,226.25,226.125,226.5,227.375,228.25,229.0,229.875,230.5,231.25,231.25,230.375,230.25,230.125
2021-01-26,223.375,225.875,226.0,226.0,226.625,227.25,227.875,228.375,229.25,230.0,230.875,230.5,229.375,229.0,228.25
2021-01-27,217.0,220.75,222.25,223.25,224.125,224.5,224.625,225.5,226.375,227.125,227.75,227.625,227.0,226.5,225.75
2021-01-28,213.875,221.375,224.125,226.75,228.375,229.0,229.625,230.25,231.25,231.875,232.875,232.875,232.25,232.0,231.375
2021-01-29,206.75,215.5,220.625,225.375,228.0,228.625,229.5,230.125,230.75,231.5,232.375,232.625,232.25,232.125,231.5
2021-02-01,211.875,216.375,220.875,223.875,226.0,227.25,228.25,228.875,229.625,230.375,231.375,231.25,231.125,230.625,230.125
2021-02-02,216.25,221.5,224.625,227.375,229.625,231.25,232.25,232.75,233.75,234.5,235.125,235.125,234.75,234.375,234.125
2021-02-03,220.25,225.875,228.25,230.75,232.625,234.0,235.125,235.875,236.75,237.375,237.875,237.75,237.25,236.75,236.5
2021-02-04,219.125,223.5,226.5,229.625,232.0,233.75,234.875,235.75,236.875,237.625,238.5,238.375,237.625,237.375,237.25
2021-02-05,219.75,225.75,229.375,231.75,234.5,235.875,236.625,237.375,238.375,239.25,239.625,239.625,238.75,237.625,237.25
2021-02-08,222.5,227.375,231.0,233.125,235.125,236.375,237.375,238.0,238.75,239.5,239.375,239.125,238.75,237.25,236.625
2021-02-09,221.25,227.375,231.0,233.25,235.0,236.5,237.5,238.0,238.875,239.625,239.375,239.25,238.75,238.25,237.75
2021-02-10,216.125,224.875,229.75,232.25,234.75,235.75,236.25,236.5,237.125,237.75,237.875,237.5,236.75,236.375,235.75
2021-02-11,217.0,227.0,232.125,234.625,236.5,237.0,237.25,237.0,237.0,237.125,237.125,237.0,236.5,236.125,235.625
2021-02-12,222.125,230.625,233.75,236.125,237.5,238.125,238.25,238.5,238.625,239.0,238.875,238.75,238.25,238.125,237.75
2021-02-15,222.125,230.625,233.75,236.125,237.5,238.125,238.25,238.5,238.625,239.0,238.875,238.75,238.25,238.125,237.75
2021-02-16,224.875,231.25,234.375,237.125,238.625,239.5,240.375,240.625,240.375,240.5,240.625,240.875,240.5,240.375,240.0
2021-02-17,225.25,230.375,233.25,235.5,236.875,237.625,237.625,238.0,238.125,238.25,238.25,238.25,237.75,237.625,237.25
2021-02-18,222.625,224.75,228.75,230.25,231.75,232.75,233.125,233.5,233.625,233.875,233.75,233.5,233.625,233.75,233.625
2021-02-19,220.375,223.25,225.375,227.125,228.875,229.75,229.875,230.375,230.5,230.75,230.75,230.75,230.125,230.25,230.0
2021-02-22,226.5,226.5,227.75,229.0,230.375,230.75,230.625,230.75,230.5,230.375,229.875,229.625,228.875,228.625,227.5
2021-02-23,232.375,229.875,230.25,230.25,230.0,229.625,229.625,229.5,229.25,229.0,228.5,227.875,226.25,225.875,224.75
2021-02-24,237.625,233.125,231.125,230.125,229.875,229.625,229.625,229.125,228.5,228.0,227.375,227.0,225.75,225.5,224.375
2021-02-25,232.5,228.625,227.25,227.625,227.625,227.875,227.375,227.125,226.625,226.375,225.625,225.25,223.875,223.375,222.25
2021-02-26,234.75,235.625,234.125,234.375,233.75,233.0,231.5,230.75,229.625,228.125,227.25,226.875,225.25,225.0,224.375
2021-03-01,236.125,236.75,236.125,235.625,235.5,234.5,232.75,231.75,230.625,229.375,227.5,227.0,225.875,224.625,224.125
2021-03-02,242.5,242.5,241.625,239.875,238.75,238.125,236.875,235.5,234.5,233.25,231.375,230.25,229.125,227.375,226.625
2021-03-03,244.25,243.625,242.375,241.0,239.875,239.0,237.875,236.625,236.125,235.25,234.0,232.5,231.125,229.0,228.5
2021-03-04,248.5,243.25,241.875,238.375,237.375,236.75,236.0,235.125,234.375,233.5,232.0,230.625,229.75,228.75,228.25
2021-03-05,255.0,246.875,243.5,241.75,240.875,240.125,238.875,238.25,237.5,236.5,235.25,233.875,232.125,231.125,231.0
2021-03-08,253.75,244.25,240.375,238.125,237.0,236.5,235.375,234.75,234.125,233.625,232.5,231.0,230.0,228.875,229.0
2021-03-09,254.25,245.625,242.25,240.25,238.125,237.5,236.5,235.75,234.5,234.0,232.375,231.0,230.5,229.25,229.25
2021-03-10,259.375,251.5,248.375,246.75,245.375,244.25,243.5,242.5,241.375,240.5,239.375,237.25,235.875,234.875,234.75
2021-03-11,270.25,260.125,254.875,251.875,249.875,248.125,246.375,245.125,243.375,242.0,240.625,238.125,236.5,234.875,234.75
2021-03-12,268.0,258.625,254.5,252.125,250.375,248.375,246.25,245.5,243.625,242.125,240.25,237.75,235.75,234.875,234.125
2021-03-15,270.25,259.5,256.375,254.75,253.0,250.875,248.0,246.625,244.75,242.75,241.125,239.125,237.25,236.75,236.375
2021-03-16,270.0,262.625,260.5,258.875,257.125,254.75,251.875,249.125,247.125,245.25,243.25,241.5,239.75,239.5,238.625
2021-03-17,268.25,261.0,258.625,257.25,255.875,254.0,251.625,249.75,247.75,245.375,243.75,242.0,241.125,240.375,239.875
2021-03-18,253.375,251.75,250.75,250.25,250.25,249.25,248.0,246.25,244.5,243.5,241.5,240.0,240.125,239.125,238.375
2021-03-19,257.25,254.625,252.875,250.375,248.5,247.75,247.0,246.0,245.125,244.25,242.375,240.75,241.125,240.875,240.75
2021-03-22,257.125,253.125,252.0,250.625,249.75,249.25,247.625,246.75,246.125,245.375,243.5,242.125,242.375,242.625,242.625
2021-03-23,252.5,250.5,249.125,248.0,247.375,246.75,245.75,244.625,244.25,243.5,242.5,242.0,242.125,242.375,242.375
2021-03-24,262.625,259.75,257.0,254.125,252.25,250.875,249.375,247.875,246.75,245.625,244.25,243.25,242.625,242.125,242.375
2021-03-25,258.5,257.125,255.625,255.0,254.0,252.25,250.375,248.75,247.375,246.25,244.625,243.5,242.75,242.75,242.625
2021-03-26,269.0,265.75,262.75,259.875,257.375,256.0,254.0,252.375,251.0,249.75,247.625,246.0,245.375,245.125,244.875
2021-03-29,269.75,263.5,259.75,256.75,254.625,253.5,252.5,251.125,250.125,249.5,247.875,246.375,245.25,245.0,244.625
2021-03-30,265.125,258.625,254.25,252.125,250.5,249.5,248.875,248.25,247.5,247.0,245.0,243.125,242.75,241.5,241.0
2021-03-31,262.375,257.25,254.875,253.375,252.25,251.75,251.0,250.25,249.375,248.75,247.625,246.125,245.25,244.25,243.25
2021-04-01,268.625,262.5,258.25,256.125,254.625,252.5,250.625,249.625,248.0,246.75,245.25,243.625,242.25,240.625,240.0
2021-04-02,269.875,264.5,260.75,258.75,256.25,254.5,252.375,251.0,249.625,248.25,246.75,245.25,243.75,241.875,241.0
2021-04-05,262.375,260.875,256.875,254.25,252.625,251.125,249.5,248.375,247.375,246.375,245.125,243.375,241.75,240.0,239.375
2021-04-06,261.625,258.75,255.125,251.5,249.125,247.5,245.625,244.5,243.5,242.5,240.75,238.875,237.5,235.875,235.0
2021-04-07,262.375,261.125,257.625,254.25,251.5,249.25,248.0,247.375,246.25,245.5,243.5,241.5,239.375,237.875,236.75
2021-04-08,265.5,262.75,258.5,254.125,251.0,248.0,246.25,245.75,244.625,243.625,241.625,240.0,237.25,235.625,234.0
2021-04-09,272.75,267.25,261.5,256.875,252.75,249.875,248.25,247.75,245.875,245.25,243.375,241.375,238.125,236.5,234.875
2021-04-12,273.0,268.0,263.375,258.375,254.25,251.25,248.875,247.875,246.875,246.0,244.0,242.125,239.875,238.375,236.875
2021-04-13,278.75,271.375,264.5,259.0,254.5,251.25,248.875,247.5,246.625,245.75,244.25,242.25,240.125,238.875,237.0
2021-04-14,285.5,273.375,266.75,262.0,258.125,255.0,252.875,251.125,249.875,248.875,247.25,244.875,242.875,241.25,239.5
2021-04-15,283.625,272.0,264.125,259.875,256.75,254.375,252.25,250.0,248.625,247.5,246.0,244.125,241.375,239.625,238.25
2021-04-16,283.125,271.25,265.375,262.0,258.25,256.875,254.875,253.125,251.625,250.875,248.875,247.5,245.25,243.625,242.75
2021-04-19,281.125,269.375,263.0,259.5,257.25,255.5,253.5,252.125,250.5,249.625,248.25,246.875,244.125,242.875,241.75
2021-04-20,276.125,265.25,260.0,256.625,254.25,253.0,251.5,249.75,248.375,247.25,245.625,244.0,241.75,240.25,239.25
2021-04-21,271.25,261.75,258.0,255.625,253.875,252.25,251.125,249.625,248.75,247.875,246.625,245.375,243.5,242.375,241.375
2021-04-22,272.5,262.75,258.875,254.75,253.0,251.75,250.25,249.375,248.125,247.125,245.875,244.625,242.625,241.5,240.75
2021-04-23,274.125,264.5,260.0,256.5,254.0,252.875,251.375,250.0,248.75,247.5,246.125,244.875,243.25,242.0,241.25
2021-04-26,275.0,267.375,263.625,260.5,258.25,256.375,255.0,253.25,251.625,250.5,249.125,247.75,245.875,244.625,243.75
2021-04-27,282.625,272.875,269.25,265.875,263.0,260.875,259.0,257.375,255.75,254.75,253.125,251.625,249.125,248.125,247.375
2021-04-28,294.75,283.5,275.625,270.25,265.875,263.625,261.25,259.5,257.375,256.0,254.25,252.25,249.75,248.75,247.75
2021-04-29,295.375,283.625,276.75,271.25,266.625,263.375,261.5,259.375,257.25,255.5,253.5,251.375,248.75,247.25,245.875
2021-04-30,293.0,279.5,274.25,270.125,266.25,262.75,259.875,257.75,254.875,253.25,251.125,248.875,246.0,244.375,242.875
2021-05-03,300.5,286.0,279.875,274.875,270.0,266.0,263.25,260.875,258.0,255.875,253.25,250.375,247.375,245.5,243.875
2021-05-04,314.25,294.75,286.0,279.625,274.5,269.125,265.125,262.75,258.875,255.875,253.125,250.0,246.625,244.25,242.125
2021-05-05,316.625,296.625,290.125,283.625,278.125,273.375,269.25,266.5,262.875,260.125,256.75,253.0,249.5,246.625,244.375
2021-05-06,315.5,293.125,286.0,279.375,274.375,270.125,266.0,263.5,261.125,258.875,255.375,251.5,247.875,244.375,242.0
2021-05-07,317.125,293.75,286.75,281.375,276.625,273.25,270.75,268.375,266.125,263.75,260.125,256.375,252.25,249.0,246.5
2021-05-10,325.125,297.875,289.875,284.0,279.0,275.5,272.5,270.125,267.75,265.375,261.75,258.0,254.0,250.875,248.375
2021-05-11,320.5,293.625,284.875,280.75,276.5,273.75,271.375,269.375,267.25,265.625,262.125,258.625,254.75,251.375,249.125
2021-05-12,350.25,305.125,291.0,283.5,278.75,275.5,273.0,270.5,268.25,266.125,262.625,258.75,254.25,252.25,249.875
2021-05-13,345.625,301.125,285.375,278.0,273.625,270.75,269.125,267.125,265.5,264.0,260.875,258.375,255.0,252.875,251.25
2021-05-14,360.25,310.5,292.5,283.5,277.5,273.75,271.375,269.125,267.25,265.375,262.25,259.25,256.25,253.75,252.375
2021-05-17,375.375,318.625,300.125,289.75,283.375,278.5,275.25,272.375,270.125,267.875,264.125,260.625,256.75,253.375,251.75
2021-05-18,374.0,317.0,298.25,288.0,281.375,276.75,273.5,271.0,269.125,267.0,263.5,260.375,256.125,252.75,251.25
2021-05-19,363.5,308.5,290.375,280.0,273.75,269.875,267.0,264.75,263.25,261.5,258.375,256.375,252.125,249.625,248.375
2021-05-20,350.875,300.125,283.125,274.25,268.5,264.625,262.375,260.125,258.375,257.125,254.25,252.125,247.625,245.625,244.125
2021-05-21,361.875,305.875,286.125,276.375,270.75,266.125,262.875,260.75,258.0,256.125,253.25,251.25,247.0,244.625,243.0
2021-05-24,369.0,310.75,289.75,279.125,272.75,268.125,264.5,262.0,259.25,257.25,254.625,252.625,248.625,246.25,244.625
2021-05-25,368.25,309.75,289.0,277.875,271.375,266.75,263.5,260.625,258.25,256.25,253.75,251.75,248.0,245.875,244.125
2021-05-26,366.625,306.375,285.625,275.375,268.875,264.625,261.0,258.375,255.875,254.0,251.625,249.25,245.5,243.625,242.0
2021-05-27,363.125,304.0,283.75,274.25,269.0,265.125,261.625,259.0,256.625,255.125,252.75,250.25,246.625,244.875,243.5
2021-05-28,365.125,304.25,284.75,275.125,269.5,266.0,263.0,260.625,258.5,257.5,255.125,252.375,248.875,248.0,246.375
2021-05-31,365.125,304.25,284.75,275.125,269.5,266.0,263.0,260.625,258.5,257.5,255.125,252.375,248.875,248.0,246.375
2021-06-01,371.625,308.625,287.875,277.5,271.625,267.875,264.875,262.125,259.75,258.5,256.5,253.875,250.75,249.875,248.5
2021-06-02,375.75,310.75,289.0,277.875,271.625,267.5,264.875,261.875,259.875,258.5,256.375,253.625,250.75,249.5,248.125
2021-06-03,370.875,309.0,287.125,275.875,269.375,265.625,263.0,260.375,258.875,257.875,255.875,253.375,250.625,249.25,248.25
2021-06-04,375.875,312.375,289.625,277.25,269.125,264.625,261.625,259.375,257.625,256.25,254.5,252.375,250.0,249.125,248.125
2021-06-07,367.875,305.375,284.375,273.375,266.125,261.75,259.125,257.0,255.5,254.375,252.75,250.75,248.5,247.875,247.0
2021-06-08,360.125,299.5,278.875,268.375,261.375,257.5,255.5,253.5,252.375,251.5,250.375,248.75,246.75,246.625,246.5
2021-06-09,344.375,290.75,272.375,262.125,256.0,252.375,250.125,248.0,247.0,246.375,245.75,244.375,243.375,242.875,243.0
2021-06-10,353.875,298.0,278.125,266.875,260.375,256.125,253.625,251.25,250.0,249.125,248.375,246.5,245.125,245.0,244.25
2021-06-11,349.125,293.5,273.875,262.75,256.0,252.5,250.625,248.625,247.875,247.375,246.625,245.375,244.625,244.625,244.375
2021-06-14,348.375,292.75,274.625,263.875,257.375,253.875,252.0,249.75,249.5,249.25,248.625,247.375,247.0,247.25,247.125
2021-06-15,350.875,295.375,275.875,265.875,259.5,255.5,253.125,251.375,250.25,250.0,249.625,248.375,247.75,247.5,247.5
2021-06-16,347.625,290.0,271.125,259.5,253.125,250.0,247.625,246.375,245.5,245.25,244.875,244.0,243.5,242.875,243.5
2021-06-17,346.625,290.875,271.75,260.125,252.875,248.875,246.75,244.625,243.375,242.375,242.25,241.375,241.125,240.375,241.125
2021-06-18,343.75,285.625,266.5,256.25,250.125,245.625,242.75,240.625,239.125,237.75,237.375,236.375,236.125,235.75,236.375
2021-06-21,349.75,290.875,271.375,260.125,254.125,249.875,246.75,244.25,242.5,240.875,239.75,239.125,239.0,237.875,238.125
2021-06-22,352.75,293.875,274.875,264.375,258.5,254.125,250.625,248.5,246.75,245.25,243.75,242.125,241.25,240.625,240.75
2021-06-23,355.75,298.0,278.75,269.0,263.125,258.375,254.75,252.5,250.375,248.875,246.75,245.0,244.0,243.25,243.0
2021-06-24,350.0,295.125,275.375,265.5,259.5,255.25,252.125,249.625,247.125,245.625,243.625,241.625,240.75,240.125,239.75
2021-06-25,346.875,297.0,278.125,268.375,263.125,259.125,256.125,253.625,251.25,250.0,248.5,246.375,245.125,244.375,244.375
2021-06-28,344.75,295.5,276.5,266.5,260.75,257.0,254.0,251.625,249.25,248.0,246.375,244.5,243.125,242.5,242.375
2021-06-29,346.375,295.375,277.0,267.25,261.5,257.5,254.5,251.75,249.125,247.5,245.625,243.5,241.875,241.125,241.125
2021-06-30,346.875,296.25,278.5,269.125,263.375,259.375,255.875,253.25,251.0,249.0,247.25,244.625,242.75,241.875,241.75
2021-07-01,342.875,295.625,278.125,270.0,263.875,260.0,256.25,253.5,251.125,249.25,247.25,244.375,242.875,242.125,241.875
2021-07-02,341.5,295.875,278.875,270.75,265.375,261.125,257.375,254.25,251.5,249.625,247.5,244.375,243.0,241.875,241.75
2021-07-05,341.5,295.875,278.875,270.75,265.375,261.125,257.375,254.25,251.5,249.625,247.5,244.375,243.0,241.875,241.75
2021-07-06,337.875,293.75,277.25,269.125,264.0,260.0,256.375,252.875,250.375,248.5,246.625,243.625,242.375,241.25,241.0
2021-07-07,331.875,288.625,272.25,264.0,258.125,254.0,250.25,246.625,244.25,242.0,239.5,236.875,235.75,235.375,235.0
2021-07-08,328.0,285.0,268.75,258.875,252.875,248.75,244.75,241.375,238.875,236.625,234.125,231.75,230.75,230.5,230.125
2021-07-09,331.625,290.875,275.25,266.0,259.25,255.0,250.875,247.75,244.875,242.875,240.0,237.5,236.5,236.0,235.875
2021-07-12,332.875,292.75,277.625,269.125,262.875,258.375,254.125,251.0,248.5,246.125,243.125,240.375,239.375,238.75,238.5
2021-07-13,362.0,312.25,292.625,279.875,271.5,265.75,260.625,256.375,253.125,249.875,246.25,242.5,240.875,239.75,238.875
2021-07-14,363.375,308.375,288.625,277.375,269.5,263.25,257.75,253.25,249.75,247.25,243.75,239.625,237.875,236.625,235.625
2021-07-15,363.0,308.25,288.875,275.75,267.75,261.875,256.875,252.625,249.125,246.75,243.0,238.375,236.125,234.625,233.75
2021-07-16,359.625,305.125,285.875,274.75,267.125,261.5,256.375,252.375,249.0,246.375,242.75,238.375,236.0,234.625,233.625
2021-07-19,339.25,290.0,274.375,264.625,258.25,253.25,248.875,245.375,242.625,240.75,237.75,233.75,231.125,229.5,229.0
2021-07-20,336.625,288.625,272.75,263.875,258.0,253.25,249.0,245.75,242.875,241.375,238.375,234.875,232.875,231.375,230.625
2021-07-21,345.875,295.75,277.75,268.75,262.75,257.875,253.5,249.375,246.5,244.75,241.375,237.875,235.375,233.875,233.0
2021-07-22,344.875,298.0,279.375,270.0,263.625,259.0,254.125,251.125,247.75,245.5,241.625,238.25,234.5,233.375,232.75
2021-07-23,347.125,302.25,284.75,276.25,270.625,265.875,261.125,257.5,253.75,251.25,246.875,243.375,240.0,238.375,237.375
2021-07-26,356.0,309.5,291.75,281.375,275.0,270.125,264.75,261.125,257.5,255.125,251.0,247.375,243.75,242.125,241.5
2021-07-27,359.0,309.875,290.875,280.25,273.375,268.5,263.0,259.125,255.875,253.625,249.625,245.875,241.625,239.5,238.5
2021-07-28,361.125,312.875,294.125,284.25,277.875,273.25,267.875,263.625,260.375,257.875,253.75,250.125,245.25,242.875,241.25
2021-07-29,356.5,312.375,293.375,283.75,278.0,273.375,267.625,263.875,260.75,258.25,254.25,250.0,244.875,242.875,241.875
2021-07-30,347.875,310.5,293.125,282.625,276.125,272.125,266.625,262.875,260.0,257.5,253.25,248.875,243.625,241.25,240.375
2021-08-02,337.5,302.25,286.875,277.75,272.125,267.375,262.625,258.875,256.375,254.0,250.125,245.75,241.25,239.375,238.625
2021-08-03,336.25,301.5,287.125,278.5,273.0,268.375,263.875,260.0,257.25,255.0,251.125,246.75,242.125,240.125,239.375
2021-08-04,328.875,295.125,282.75,275.25,270.25,266.0,261.625,257.875,255.625,253.25,249.625,245.25,240.875,239.0,239.0
2021-08-05,320.0,291.25,279.375,272.375,267.5,263.375,259.125,255.375,253.125,251.0,247.625,243.5,239.75,238.25,238.375
2021-08-06,317.0,291.0,281.0,275.125,271.0,267.0,263.25,259.5,257.25,255.375,251.75,247.875,243.875,242.875,243.125
2021-08-09,311.625,288.625,279.625,273.625,270.0,266.375,262.375,258.875,256.625,254.75,251.25,247.375,243.5,242.375,242.625
2021-08-10,318.375,293.375,283.625,277.375,273.375,269.75,265.875,262.0,259.75,257.875,254.375,250.5,246.75,245.5,245.75
2021-08-11,320.625,295.5,285.75,279.25,274.875,271.25,267.125,263.375,261.25,259.125,255.5,251.5,247.625,245.875,246.0
2021-08-12,314.5,293.75,284.25,278.875,274.625,271.125,266.625,262.875,260.375,258.125,254.5,250.125,246.5,244.5,244.625
2021-08-13,313.375,291.5,281.75,275.875,271.75,268.25,264.125,259.625,257.125,254.625,251.125,246.75,243.125,241.625,241.75
2021-08-16,311.25,289.375,279.75,274.25,270.625,267.0,262.5,258.5,255.875,253.5,249.875,245.625,242.625,241.125,241.25
2021-08-17,313.0,287.625,278.125,272.125,267.75,264.125,259.125,255.375,252.375,249.75,246.25,242.125,239.25,237.625,237.875
2021-08-18,308.625,283.375,274.375,268.625,264.375,261.5,256.875,253.125,250.625,248.25,244.75,240.75,238.375,236.875,237.125
2021-08-19,297.5,278.875,270.125,265.375,261.5,259.125,254.25,251.0,248.375,246.25,242.875,239.125,237.25,236.25,236.375
2021-08-20,289.375,274.375,266.375,261.625,257.625,254.875,251.125,248.0,246.125,243.875,240.5,237.125,235.375,235.0,235.375
2021-08-23,296.0,279.375,271.0,265.125,260.5,257.25,253.625,250.375,248.25,245.625,242.0,238.625,236.5,235.75,235.875
2021-08-24,302.625,285.25,276.625,270.625,266.0,261.875,258.25,254.75,252.125,249.75,245.75,241.875,239.125,237.75,237.875
2021-08-25,310.125,291.875,282.0,274.125,269.25,265.125,261.375,258.125,255.5,253.375,248.875,244.875,242.125,240.625,240.75
2021-08-26,305.75,287.75,280.125,272.5,267.75,263.5,259.75,256.5,254.125,251.75,247.625,243.75,241.0,239.875,239.875
2021-08-27,312.875,294.625,285.625,277.375,272.375,268.125,264.125,260.75,258.375,256.125,251.625,247.625,245.0,243.875,244.125
2021-08-30,316.0,294.125,284.0,275.75,270.25,266.375,262.5,259.0,256.75,254.375,250.0,246.375,243.0,241.875,241.75
2021-08-31,310.75,289.375,279.125,271.25,265.875,262.25,258.75,255.625,253.375,251.25,247.0,243.5,240.25,239.5,239.75
2021-09-01,313.125,291.375,281.125,273.75,267.5,263.625,260.0,257.125,254.625,252.25,248.0,244.625,242.0,241.0,241.125
2021-09-02,312.5,292.25,281.125,273.625,267.25,263.125,259.25,256.375,254.125,251.875,247.75,244.375,241.75,240.5,240.625
2021-09-03,313.375,292.875,282.75,275.125,268.875,264.5,260.625,257.75,255.125,252.875,248.75,245.375,242.5,241.125,241.25
2021-09-06,313.375,292.875,282.75,275.125,268.875,264.5,260.625,257.75,255.125,252.875,248.75,245.375,242.5,241.125,241.25
2021-09-07,312.0,292.875,282.625,276.25,271.0,266.625,262.75,259.75,257.25,255.125,250.75,247.0,243.375,241.75,241.5
2021-09-08,315.625,296.0,285.375,278.625,273.375,269.125,265.0,262.125,259.5,257.25,252.75,249.0,245.625,243.875,243.625
2021-09-09,315.875,294.5,286.375,280.625,275.75,271.25,267.125,263.875,260.125,257.875,253.75,249.875,246.25,244.625,244.625
2021-09-10,320.625,297.25,287.375,280.5,275.875,271.25,267.25,263.875,260.75,258.125,254.5,250.25,246.875,245.25,245.125
2021-09-13,322.0,297.25,286.125,279.375,274.375,269.75,265.0,261.625,258.625,256.0,252.375,248.125,244.5,243.0,242.875
2021-09-14,311.75,291.25,280.875,274.125,269.25,264.875,260.5,257.375,254.75,252.25,248.375,244.375,241.125,239.875,240.0
2021-09-15,322.0,297.25,285.75,278.25,272.125,267.75,263.375,259.875,256.75,253.875,250.0,246.0,242.25,240.375,240.25
2021-09-16,317.0,296.125,286.0,279.375,273.625,269.25,264.625,261.125,258.0,255.25,251.375,247.25,243.375,241.75,241.625
2021-09-17,317.25,293.5,283.375,277.125,272.0,267.75,263.875,260.375,257.625,255.0,251.0,247.0,243.375,241.875,241.875
2021-09-20,312.0,288.75,279.0,272.5,267.75,263.75,259.875,256.5,253.875,251.625,247.75,243.875,240.5,239.25,239.375
2021-09-21,311.75,287.875,277.625,270.875,266.125,262.375,258.75,255.625,253.25,251.0,247.125,243.375,239.875,238.5,238.625
2021-09-22,306.0,282.75,273.375,267.25,262.625,258.875,255.75,253.0,251.125,248.625,244.75,241.375,238.375,237.125,237.25
2021-09-23,307.5,285.875,277.0,271.25,267.0,263.125,260.125,256.875,254.25,252.0,248.125,244.5,241.625,240.5,240.75
2021-09-24,306.5,286.125,277.875,272.5,268.5,264.75,261.25,258.125,255.5,253.25,249.375,245.75,242.875,242.125,242.25
2021-09-27,310.375,290.75,282.5,277.375,273.375,269.25,265.625,262.75,259.875,257.25,253.5,249.375,246.25,244.875,244.875
2021-09-28,310.375,290.875,283.125,278.5,274.625,270.875,267.625,264.75,262.375,259.75,256.125,251.875,248.625,247.25,247.25
2021-09-29,311.5,291.125,282.25,277.0,272.875,269.375,265.625,263.0,260.625,258.125,254.5,250.125,246.875,245.125,245.375
2021-09-30,310.875,290.25,281.25,275.625,270.75,267.75,264.5,261.875,260.125,257.75,254.25,251.0,247.75,246.625,246.75
2021-10-01,314.0,291.25,281.375,275.75,271.25,268.0,264.625,262.0,260.0,257.75,254.125,250.5,246.75,245.625,245.75
2021-10-04,326.0,297.125,284.5,277.5,273.25,269.875,266.25,263.5,261.125,258.625,255.0,251.375,248.0,246.625,246.875
2021-10-05,336.25,305.75,292.875,285.375,280.625,277.0,273.625,270.875,268.375,265.875,262.125,258.25,254.125,252.0,252.375
2021-10-06,331.125,302.0,289.625,283.0,278.75,275.5,271.75,269.125,266.75,264.375,260.75,256.625,252.25,250.5,251.0
2021-10-07,338.5,308.125,296.5,288.75,284.0,280.5,276.375,273.625,270.5,268.125,264.375,260.25,255.75,253.375,253.75
2021-10-08,337.875,310.25,297.625,291.0,286.875,283.875,280.0,277.125,274.375,271.875,268.25,264.25,260.0,257.75,258.0
2021-10-11,337.875,310.25,297.625,291.0,286.875,283.875,280.0,277.125,274.375,271.875,268.25,264.25,260.0,257.75,258.0
2021-10-12,339.625,310.5,298.125,291.125,286.75,283.5,279.25,276.25,273.25,270.625,266.75,262.625,257.75,255.375,255.5
2021-10-13,351.875,317.25,304.125,295.25,290.625,286.75,282.875,279.625,276.875,274.25,270.0,265.5,259.875,257.0,257.375
2021-10-14,355.75,319.875,305.875,296.75,291.875,287.75,283.875,280.625,277.75,275.0,270.625,266.125,260.875,257.625,257.5
2021-10-15,360.5,324.625,308.875,300.125,294.75,290.875,286.625,283.375,280.25,277.625,273.0,268.25,262.875,259.25,258.75
2021-10-18,358.5,322.75,307.125,298.375,292.875,289.25,284.625,281.375,278.625,276.125,271.5,266.75,260.875,256.875,256.5
2021-10-19,363.0,324.875,307.75,297.875,293.0,288.75,284.75,281.375,278.5,275.75,270.875,266.125,260.0,256.5,256.25
2021-10-20,375.125,334.75,317.375,306.5,299.375,294.0,290.375,287.0,283.625,280.625,275.625,270.625,264.5,260.875,260.75
