,USSWII1,USSWII2,USSWII3,USSWII4,USSWII5,USSWII6,USSWII7,USSWII8,USSWII9,USSWII10,USSWII12,USSWII15,USSWII20,USSWII25,USSWII30
2009-01-01,-429.7501,-215.75,-106.5,-50.0,9.75,46.5,80.0,105.25,131.5,153.5,172.75,190.75,200.25,207.25,210.25
2009-01-02,-411.5,-207.25,-105.0,-50.5,10.75,46.75,82.0,106.5,132.25,154.25,173.5,190.25,200.0,204.75,207.75
2009-01-05,-422.5001,-210.5,-100.75,-49.25,13.0,46.0,84.25,108.0,132.5,154.5,174.0,189.5,199.25,209.25,212.25
2009-01-06,-399.75,-191.5,-84.0,-35.75,34.25,65.5,105.0,125.5,144.75,157.75,189.0,199.75,207.25,210.75,212.75
2009-01-07,-410.75,-198.0,-87.5,-33.0,37.25,69.75,102.25,129.0,147.25,160.25,191.25,202.25,210.25,212.75,214.75
2009-01-08,-405.5,-175.5,-71.75,-17.25,36.25,63.25,94.0,120.0,134.0,152.0,174.25,188.5,202.25,207.0,210.0
2009-01-09,-408.5,-181.5,-61.0,-8.5,42.25,71.75,97.0,122.0,139.75,156.75,179.0,191.5,208.5,213.25,215.25
2009-01-12,-413.0,-185.5,-72.5,-10.75,41.0,72.25,95.0,122.5,138.0,156.0,179.5,194.25,211.5,215.75,218.75
2009-01-13,-418.5,-184.0,-69.25,-10.75,47.25,75.25,98.0,122.5,139.0,156.0,180.25,199.75,219.0,229.5,236.5
2009-01-14,-424.7501,-194.25,-80.0,-13.25,42.25,69.0,91.0,112.5,128.5,146.0,169.5,190.25,211.75,222.5,230.5
2009-01-15,-400.0,-180.5,-74.5,-7.5,41.75,70.25,90.25,112.25,128.25,144.25,166.0,187.25,209.5,219.75,227.75
2009-01-16,-338.5,-128.0,-54.0,5.5,55.5,75.5,97.5,119.0,136.25,155.25,173.5,194.5,214.0,225.5,233.5
2009-01-19,-338.5,-128.75,-54.0,5.25,55.5,75.5,97.5,119.0,136.0,155.0,173.5,194.5,214.0,225.5,233.5
2009-01-20,-337.0,-133.5,-46.5,8.0,54.25,82.75,100.0,124.25,139.75,158.75,177.25,196.75,213.5,225.75,232.75
2009-01-21,-320.5,-114.75,-33.75,14.0,58.25,86.75,106.0,127.75,144.25,162.75,179.75,196.0,212.0,226.5,236.5
2009-01-22,-309.25,-93.75,-23.0,22.0,63.5,91.75,109.0,130.25,148.5,166.5,183.25,200.75,217.0,233.25,243.25
2009-01-23,-282.75,-94.0,-24.25,24.25,65.5,92.75,113.0,136.5,156.25,174.25,191.5,208.75,218.75,235.5,244.5
2009-01-26,-269.25,-84.0,-15.0,28.75,67.5,99.75,120.0,141.0,161.75,178.75,194.75,213.0,226.0,236.25,246.25
2009-01-27,-267.0,-85.0,-12.0,39.0,74.5,105.75,127.25,146.75,167.0,181.0,199.25,216.25,227.25,237.75,247.75
2009-01-28,-257.75,-74.0,-3.75,42.0,78.75,114.0,134.25,154.25,172.0,187.0,205.5,220.5,232.0,241.5,251.0
2009-01-29,-234.25,-54.5,13.0,57.0,94.0,126.0,147.75,168.25,186.5,200.5,216.0,230.0,240.0,249.0,259.0
2009-01-30,-214.0,-41.5,26.75,68.25,102.25,129.0,156.0,173.75,191.5,203.5,216.25,227.75,238.75,247.0,255.0
2009-02-02,-220.0,-42.5,21.5,64.5,98.75,125.5,150.25,171.5,188.75,202.25,213.5,224.25,234.75,244.5,253.5
2009-02-03,-207.25,-39.75,30.5,77.5,112.75,139.75,161.0,179.25,197.5,211.0,222.0,232.0,241.0,249.75,261.75
2009-02-04,-196.5,-35.5,40.5,87.25,119.75,146.5,163.25,180.75,199.25,212.75,223.5,234.5,245.75,254.5,266.5
2009-02-05,-197.75,-30.75,43.25,91.75,124.75,150.0,165.0,181.25,195.75,210.75,222.75,234.25,242.75,253.0,263.0
2009-02-06,-183.5,-10.5,63.0,105.25,137.25,160.0,176.5,190.5,204.75,220.75,232.0,242.5,250.5,261.75,271.75
2009-02-09,-154.75,9.25,82.0,127.75,155.75,179.0,195.25,209.75,224.75,235.75,245.0,255.25,264.0,273.0,282.0
2009-02-10,-165.75,-13.25,67.0,108.0,140.5,169.25,184.0,202.25,215.5,226.5,236.0,244.5,250.5,256.0,262.0
2009-02-11,-159.0,-7.5,61.75,101.5,137.25,161.0,178.25,195.0,206.5,217.5,226.5,233.5,238.25,247.0,253.0
2009-02-12,-162.5,-8.5,48.25,91.0,119.5,149.25,171.0,189.5,201.75,210.75,220.0,229.75,237.75,243.25,249.25
2009-02-13,-145.0,10.5,67.0,111.25,129.75,156.75,178.25,194.75,208.75,218.25,228.5,236.25,241.75,248.25,254.25
2009-02-16,-145.0,10.5,67.0,111.25,129.75,156.75,178.25,194.75,208.75,218.25,228.5,236.25,241.75,248.25,254.25
2009-02-17,-167.5,-20.25,46.5,91.5,117.25,139.75,163.25,186.0,200.5,211.5,219.5,227.5,235.5,241.0,248.0
2009-02-18,-153.25,-3.5,41.75,85.0,113.5,138.25,163.5,185.75,200.0,210.0,220.25,230.0,242.5,246.5,252.5
2009-02-19,-146.25,9.75,47.5,85.75,117.0,143.5,167.75,188.5,204.75,216.25,224.5,233.0,244.25,250.5,257.5
2009-02-20,-145.0,13.25,49.75,86.0,119.75,143.0,167.5,189.0,202.0,214.0,224.0,233.5,245.0,252.0,258.0
2009-02-23,-152.0,13.25,42.5,79.25,114.5,139.0,162.5,180.5,196.5,210.5,219.75,229.25,244.25,251.75,256.75
2009-02-24,-139.25,14.25,47.75,87.0,116.25,139.25,161.75,181.0,197.5,208.5,219.5,228.75,246.0,252.5,257.5
2009-02-25,-127.5,15.0,60.25,90.75,120.75,144.25,160.5,178.5,197.0,208.0,217.5,225.75,239.75,247.25,254.25
2009-02-26,-128.75,18.0,60.5,94.0,119.0,139.0,161.25,181.0,200.75,211.75,220.75,229.5,245.0,250.5,255.5
2009-02-27,-132.25,13.25,61.0,95.5,122.0,143.25,162.75,181.25,199.25,210.25,220.0,227.25,242.5,250.25,255.25
2009-03-02,-159.5,-4.75,45.25,82.75,113.25,137.0,155.5,176.0,195.25,206.25,217.0,225.5,239.5,246.5,251.5
2009-03-03,-158.5,-10.75,37.25,76.0,104.25,132.25,156.75,174.0,198.5,209.5,216.75,225.25,240.5,248.0,253.0
2009-03-04,-152.75,-0.5,53.0,82.0,107.5,134.0,158.0,178.0,198.5,209.0,217.75,227.0,242.5,251.0,256.0
2009-03-05,-165.0,-11.0,39.0,75.0,104.5,130.0,150.75,172.5,192.5,203.5,213.25,222.5,237.75,245.5,250.5
2009-03-06,-156.0,-10.75,42.75,76.5,102.0,127.25,149.25,169.0,190.5,200.5,213.0,220.5,234.0,243.75,249.75
2009-03-09,-162.75,-4.25,43.5,76.25,102.5,127.5,150.0,172.0,191.0,202.0,213.5,219.5,232.5,243.25,249.25
2009-03-10,-148.0,-4.25,47.25,76.0,103.25,129.0,152.25,173.75,194.0,205.0,215.5,223.5,237.0,247.0,253.0
2009-03-11,-148.25,2.25,48.0,74.0,105.0,130.0,154.0,173.75,193.75,205.75,216.75,225.5,237.5,248.5,254.5
2009-03-12,-138.75,6.0,53.5,85.0,114.5,142.75,166.0,186.0,207.75,218.75,227.25,233.5,239.75,249.75,256.75
2009-03-13,-138.0,8.5,59.25,93.5,124.25,148.25,173.0,193.75,210.25,220.25,231.25,238.25,244.25,253.5,260.5
2009-03-16,-136.75,10.5,64.75,101.0,130.0,154.0,179.25,197.5,215.25,224.75,235.5,243.25,249.0,257.5,265.5
2009-03-17,-128.0,16.25,69.0,102.75,137.25,157.0,185.0,202.75,219.0,229.5,239.75,245.75,250.0,259.0,267.0
2009-03-18,-106.0,33.25,83.25,113.5,143.25,166.75,192.75,215.25,229.0,241.0,248.5,253.0,254.75,260.0,265.0
2009-03-19,-107.5,34.0,85.25,121.5,157.0,181.5,207.0,228.0,243.25,251.25,254.0,254.25,254.25,261.25,266.25
2009-03-20,-107.25,26.25,85.0,114.5,148.0,174.5,200.5,218.5,231.75,239.75,244.25,247.75,251.25,254.0,258.5
2009-03-23,-117.25,24.25,85.5,124.5,153.5,182.5,206.25,225.25,237.75,245.75,250.25,252.25,253.5,255.75,259.75
2009-03-24,-103.0,28.5,95.5,139.75,168.0,196.5,216.0,233.0,244.75,253.75,258.0,259.25,259.75,261.25,263.25
2009-03-25,-109.75,42.25,103.25,144.0,172.5,201.0,218.75,235.75,246.0,255.0,259.75,262.25,264.0,265.5,267.5
2009-03-26,-81.25,47.25,111.75,149.5,181.5,206.25,226.75,242.25,252.5,262.0,264.5,266.25,267.0,267.5,268.5
2009-03-27,-82.25,48.0,100.5,141.75,173.0,197.25,217.0,231.5,242.75,250.75,256.75,260.0,263.25,265.75,267.75
2009-03-30,-91.5,39.125,92.5,135.5,164.75,189.0,209.0,223.25,234.25,243.25,249.25,254.0,260.75,268.5,272.5
2009-03-31,-87.0,39.75,92.25,135.75,160.25,184.0,204.0,219.5,229.25,238.25,245.25,248.0,252.75,259.0,264.0
2009-04-01,-82.75,37.75,94.25,137.25,165.25,186.5,206.75,222.75,232.75,241.75,247.5,249.75,252.0,258.75,263.75
2009-04-02,-78.25,43.0,96.25,139.25,166.5,190.25,209.75,225.75,233.5,241.5,248.75,249.75,250.5,257.0,261.0
2009-04-03,-71.25,47.25,98.25,143.5,171.0,194.5,211.75,228.25,237.75,244.75,250.0,250.25,252.0,257.75,261.75
2009-04-06,-68.75,47.75,101.5,148.75,175.5,200.25,215.75,230.0,238.25,241.75,249.25,246.75,248.0,252.75,256.75
2009-04-07,-69.75,37.0,94.75,141.25,168.75,194.0,210.25,224.0,231.75,235.75,244.25,245.5,249.25,255.25,259.25
2009-04-08,-64.0,46.25,96.25,139.0,167.75,191.5,209.0,220.5,227.75,235.75,241.25,247.0,249.0,254.25,258.25
2009-04-09,-68.0,43.5,97.25,141.5,172.0,193.5,211.25,224.0,230.25,237.25,243.25,249.0,251.75,257.5,261.5
2009-04-10,-64.25,43.25,97.75,141.75,172.0,193.5,211.25,224.25,230.5,237.5,243.25,249.25,251.75,257.75,261.75
2009-04-13,-66.5,43.25,91.75,137.5,170.5,193.0,212.25,223.5,230.25,236.25,241.75,248.25,251.25,256.5,260.5
2009-04-14,-59.5,41.25,87.75,133.0,166.25,189.25,207.5,220.75,226.25,232.25,236.0,239.0,242.0,246.0,251.0
2009-04-15,-67.25,36.5,88.75,137.5,169.0,190.25,207.5,219.25,223.75,230.75,235.25,237.75,240.25,244.0,249.0
2009-04-16,-60.0,35.25,85.75,132.25,163.5,184.25,200.5,211.5,216.5,221.5,225.5,228.25,234.25,238.75,243.75
2009-04-17,-57.0,35.5,83.5,129.0,157.75,180.5,197.5,209.5,214.75,220.75,225.25,230.75,235.0,236.75,240.75
2009-04-20,-69.0,17.25,72.5,116.0,145.25,168.25,186.75,198.25,204.5,209.5,212.0,214.25,218.25,224.0,229.0
2009-04-21,-74.25,21.75,75.0,117.5,147.0,169.25,185.5,191.25,200.25,204.25,209.25,213.75,217.0,222.25,227.25
2009-04-22,-75.75,15.75,76.0,115.0,145.5,166.0,185.0,192.0,200.25,207.25,211.25,213.75,218.75,224.75,229.75
2009-04-23,-73.25,28.25,78.75,122.5,149.25,169.75,189.75,199.25,209.25,217.25,219.75,225.25,229.5,234.75,238.75
2009-04-24,-80.5,28.75,83.5,126.0,152.5,174.0,191.25,203.75,211.5,220.5,223.75,228.75,232.75,238.25,243.25
2009-04-27,-88.25,18.25,74.25,121.5,146.0,166.25,186.0,198.25,209.25,216.75,219.625,226.5,231.25,237.0,241.0
2009-04-28,-82.5,20.0,72.25,111.75,143.25,161.25,179.5,193.25,205.0,213.0,217.0,219.25,224.25,229.25,231.25
2009-04-29,-77.0,20.0,73.75,112.75,143.5,160.5,178.5,192.0,203.25,209.25,212.25,214.5,215.75,220.5,225.5
2009-04-30,-83.625,23.75,64.0,105.75,138.0,156.25,170.5,185.75,198.5,204.5,207.25,208.25,209.75,215.0,219.0
2009-05-01,-69.0,20.5,61.75,98.5,132.25,150.0,165.0,180.0,189.5,195.5,199.75,202.0,203.75,209.75,213.75
2009-05-04,-73.0,16.25,67.5,105.25,137.25,155.5,168.5,181.5,194.0,200.0,201.5,203.0,203.75,207.75,212.75
2009-05-05,-69.25,11.5,66.5,102.75,134.25,151.5,167.25,179.0,191.0,197.0,200.0,202.75,205.5,208.25,213.25
2009-05-06,-59.5,15.5,71.0,109.75,139.25,158.25,172.0,183.5,195.75,201.75,205.25,208.25,211.5,215.5,220.5
2009-05-07,-50.0,24.5,79.75,122.0,151.5,169.5,186.0,196.0,208.5,215.5,218.25,222.5,227.0,230.75,235.75
2009-05-08,-44.5,23.5,79.25,120.25,146.0,166.0,181.25,193.75,205.25,213.25,215.5,218.5,221.0,224.5,228.5
2009-05-11,-55.0,12.75,71.25,114.0,141.5,160.25,175.25,188.75,199.25,207.25,210.5,213.5,218.75,221.5,226.5
2009-05-12,-50.75,15.5,69.75,115.0,139.0,157.5,175.75,187.75,200.5,209.5,211.0,212.75,217.0,221.25,225.25
2009-05-13,-57.0,7.75,60.75,107.5,134.25,154.75,170.25,184.0,194.75,202.75,206.0,208.75,211.0,215.0,220.0
2009-05-14,-51.75,10.5,64.25,105.5,133.5,153.75,171.0,185.0,194.75,202.75,206.5,209.25,212.0,216.0,220.0
2009-05-15,-46.75,10.25,61.5,106.75,137.5,157.5,175.25,189.75,199.0,207.0,210.25,213.5,216.25,220.0,224.0
2009-05-18,-35.75,17.0,67.0,108.0,138.0,158.75,176.25,191.0,202.75,208.75,214.0,218.75,224.5,228.0,232.0
2009-05-19,-31.5,20.5,71.5,109.5,136.5,157.25,176.5,192.75,205.75,212.25,217.0,220.0,224.0,229.5,234.5
2009-05-20,-30.25,30.0,76.25,114.25,137.75,159.5,177.75,194.75,207.0,215.0,219.0,222.75,227.75,233.0,238.0
2009-05-21,-28.75,34.0,77.0,116.0,139.75,162.25,184.0,199.5,211.0,219.0,223.25,226.5,231.5,235.25,239.25
2009-05-22,-31.75,33.0,80.5,117.25,146.0,165.5,185.0,200.75,215.0,223.0,230.5,233.5,240.0,244.5,248.5
2009-05-25,-31.75,33.0,80.5,117.25,146.0,165.5,185.0,200.75,215.0,223.0,230.5,233.5,240.0,244.5,248.5
2009-05-26,-20.5,41.75,86.0,124.75,155.0,177.25,196.0,210.25,222.25,230.25,234.5,238.25,241.5,247.5,252.5
2009-05-27,8.5,67.75,104.0,138.25,167.5,190.75,208.75,224.0,235.0,244.0,247.5,252.0,255.0,260.75,264.75
2009-05-28,3.75,61.75,97.75,134.75,164.25,184.0,201.5,217.0,228.0,237.0,242.0,245.5,248.5,253.5,257.5
2009-05-29,13.25,66.25,107.5,137.25,167.25,186.5,204.25,218.25,228.5,237.5,242.0,246.75,249.25,252.75,256.75
2009-06-01,20.25,76.75,120.5,147.5,182.5,205.25,221.75,235.5,242.25,251.25,255.25,260.75,263.0,266.25,270.25
2009-06-02,28.0,85.25,135.0,166.5,195.5,211.25,230.5,245.75,252.75,261.25,263.75,267.25,270.0,275.0,280.0
2009-06-03,17.25,77.25,126.25,158.25,187.75,204.75,222.0,237.0,244.25,253.25,254.5,257.75,263.5,267.0,271.0
2009-06-04,41.25,86.5,134.0,165.75,190.25,209.5,226.75,241.0,247.5,255.5,256.25,258.75,262.5,266.5,270.5
2009-06-05,68.0,117.5,153.5,184.75,210.5,229.0,241.0,253.5,261.5,269.0,270.5,272.75,275.5,279.5,283.5
2009-06-08,76.25,131.25,156.5,191.75,215.75,233.0,245.5,258.25,264.25,272.25,274.0,275.75,277.5,281.75,284.75
2009-06-09,89.5,132.0,169.75,200.75,222.25,237.75,248.25,261.75,267.75,274.75,276.25,277.0,278.75,283.25,286.25
2009-06-10,101.5,144.5,184.25,208.0,230.0,247.5,259.25,269.75,276.25,281.25,281.75,282.75,284.0,290.0,294.0
2009-06-11,102.0,141.75,177.25,198.75,222.25,241.0,252.0,266.0,271.0,275.0,276.75,278.0,278.0,285.25,289.25
2009-06-12,82.75,135.0,168.75,193.25,214.5,231.0,248.75,258.75,264.25,267.75,269.0,269.0,273.0,279.0,281.0
2009-06-15,84.75,131.0,165.0,184.0,204.5,216.25,236.25,246.5,249.25,253.25,255.0,258.5,261.5,266.5,271.5
2009-06-16,69.5,124.0,155.0,174.5,197.75,212.0,232.25,241.75,245.0,250.0,251.75,255.75,258.75,263.75,268.75
2009-06-17,62.0,113.5,141.75,164.0,187.25,206.5,222.0,232.25,240.0,247.0,250.0,254.0,260.0,264.75,268.75
2009-06-18,71.5,121.25,151.5,173.5,197.5,218.25,234.75,244.75,253.75,260.25,262.0,264.75,266.5,271.0,275.0
2009-06-19,84.25,128.25,152.75,175.75,199.0,218.75,233.5,246.0,256.5,263.0,266.5,268.75,272.25,276.5,280.5
2009-06-22,72.0,114.25,143.75,168.75,192.5,210.75,227.5,239.75,251.5,257.5,261.25,265.75,272.75,277.25,281.25
2009-06-23,74.5,111.5,141.5,166.25,190.25,210.5,226.25,237.0,249.0,257.0,260.75,265.5,274.0,279.0,284.0
2009-06-24,70.75,100.25,128.75,158.5,182.75,202.25,219.5,233.25,244.75,253.0,263.5,269.0,278.5,282.75,287.75
2009-06-25,64.75,98.0,122.75,157.5,178.0,199.25,214.0,228.5,241.0,248.5,259.25,265.0,271.25,275.5,280.5
2009-06-26,59.0,82.5,114.0,148.25,170.25,193.25,209.5,223.25,238.0,246.25,256.0,264.0,274.75,279.0,283.0
2009-06-29,63.25,90.75,117.75,150.75,169.75,191.75,208.25,223.5,238.25,248.75,257.0,265.25,274.5,278.25,282.25
2009-06-30,66.5,92.25,123.0,157.0,182.75,197.0,217.25,233.0,244.0,254.0,263.5,271.25,278.75,282.25,285.75
2009-07-01,67.5,93.75,127.5,162.25,186.25,202.5,220.0,232.25,244.25,253.25,262.0,270.75,285.5,288.25,290.25
2009-07-02,58.875,83.0,115.75,151.5,173.0,192.25,211.0,223.0,235.0,243.0,251.5,259.25,274.5,280.25,283.25
2009-07-03,59.0,83.75,116.0,151.0,173.0,192.25,211.0,223.25,235.0,243.0,251.75,259.5,274.5,280.25,283.25
2009-07-06,47.5,76.5,109.75,147.75,168.0,187.75,206.25,219.5,231.25,238.75,246.0,256.5,271.25,275.75,278.75
2009-07-07,57.25,80.0,110.0,147.75,170.5,188.5,207.25,222.0,232.5,240.25,247.75,256.5,270.25,276.25,278.25
2009-07-08,42.0,67.0,101.25,139.0,158.75,181.25,200.5,215.25,225.25,234.25,242.25,250.0,259.5,264.75,266.75
2009-07-09,29.0,58.25,95.0,132.5,154.0,178.25,198.75,215.5,225.75,234.0,241.5,249.75,258.25,264.0,269.0
2009-07-10,27.5,55.0,87.0,126.75,149.25,172.25,194.5,210.75,221.5,230.25,238.25,245.5,251.75,257.5,262.5
2009-07-13,30.75,55.25,88.0,126.5,149.0,173.0,194.5,213.0,223.75,231.5,237.75,246.5,254.0,257.75,262.75
2009-07-14,36.0,64.25,96.0,135.5,158.75,182.0,201.25,221.25,232.5,241.0,248.75,257.0,264.75,269.0,274.0
2009-07-15,65.0,81.5,113.25,149.25,170.25,195.25,213.75,232.75,244.5,254.0,261.5,269.75,278.75,283.5,288.5
2009-07-16,66.0,87.5,107.75,148.0,172.0,194.25,213.5,233.75,246.0,255.5,262.0,269.75,278.5,283.75,288.75
2009-07-17,72.0,88.25,117.5,154.75,181.0,202.0,221.0,240.25,253.5,264.0,267.5,274.5,285.0,291.25,294.75
2009-07-20,74.0,99.0,123.75,158.75,184.0,207.25,225.25,243.25,256.0,266.5,271.25,277.75,284.75,290.25,294.25
2009-07-21,76.5,92.25,117.75,149.25,173.75,196.75,215.75,231.25,244.25,253.25,259.75,268.0,276.5,279.75,283.75
2009-07-22,74.25,89.0,113.5,143.0,171.25,198.25,216.25,233.5,245.5,254.25,261.0,268.5,274.75,288.0,299.0
2009-07-23,81.25,94.25,117.25,150.75,177.0,203.75,221.25,237.5,250.75,259.0,265.5,273.0,281.0,291.5,304.5
2009-07-24,83.25,93.0,114.75,148.5,175.25,199.75,217.75,234.0,246.5,255.75,265.0,272.75,279.0,289.5,301.0
2009-07-27,91.75,94.0,113.75,148.0,174.75,199.75,219.0,235.25,249.0,257.75,266.5,274.25,283.0,294.25,304.75
2009-07-28,80.0,88.0,111.0,142.5,169.5,196.0,215.75,231.75,246.5,254.75,263.0,270.0,278.75,288.0,299.0
2009-07-29,73.5,89.25,112.5,141.25,167.0,192.75,213.5,233.0,245.0,252.75,263.0,272.0,277.25,287.75,298.75
2009-07-30,78.25,96.5,113.25,139.75,166.5,191.5,213.25,234.5,247.75,256.5,265.5,273.25,279.75,289.75,299.75
2009-07-31,83.75,90.5,110.25,135.75,159.5,185.0,207.0,228.75,241.25,249.0,257.75,264.25,269.0,279.5,289.5
2009-08-03,95.875,100.75,115.25,145.75,172.0,196.5,217.25,239.75,253.5,262.25,269.0,274.0,279.0,288.5,298.5
2009-08-04,102.75,109.5,128.75,149.75,176.25,200.5,220.25,238.25,251.5,261.75,270.5,275.25,280.0,287.0,297.5
2009-08-05,97.5,109.0,130.5,151.5,179.0,203.5,223.75,242.75,256.25,266.75,276.25,283.25,288.75,295.75,306.25
2009-08-06,96.25,106.0,128.25,148.5,175.0,198.0,219.75,238.25,252.25,263.25,273.25,279.75,286.25,292.0,302.5
2009-08-07,107.5,116.25,138.0,158.25,185.25,209.75,230.5,250.0,264.5,275.75,282.5,288.75,293.5,303.0,311.0
2009-08-10,98.5,109.0,132.75,153.5,179.0,203.75,226.0,244.5,260.0,271.25,280.0,284.25,289.25,298.5,307.5
2009-08-11,91.25,101.5,120.25,145.75,172.0,195.5,218.25,235.0,250.25,261.25,272.25,277.0,282.5,293.25,302.25
2009-08-12,80.5,96.75,116.75,141.5,168.0,190.75,214.25,232.0,247.75,258.5,270.75,276.5,280.0,291.0,301.0
2009-08-13,76.5,82.25,104.75,128.0,153.5,177.75,201.75,219.0,235.25,245.75,259.75,268.25,271.75,282.75,292.75
2009-08-14,62.0,76.5,99.75,123.5,146.25,169.25,194.75,212.75,227.25,237.5,250.5,261.5,268.75,278.0,288.0
2009-08-17,57.0,70.25,93.0,120.25,142.0,167.5,190.75,208.0,225.25,233.75,246.75,258.5,265.75,274.5,285.5
2009-08-18,55.0,78.25,97.0,127.0,150.25,175.5,199.25,217.25,233.25,243.0,254.0,265.5,270.75,282.0,292.0
2009-08-19,60.0,82.5,103.25,130.25,156.5,179.75,201.5,220.0,235.0,244.25,254.75,263.5,268.75,278.5,288.5
2009-08-20,75.25,94.0,112.25,140.5,163.25,187.25,211.0,229.0,239.75,249.5,258.75,265.5,269.75,279.75,285.75
2009-08-21,82.75,103.0,120.25,146.75,172.5,196.0,218.75,234.75,244.0,255.5,264.25,269.75,273.75,283.5,292.5
2009-08-24,66.5,91.5,112.25,138.5,164.75,189.5,209.25,228.5,238.25,248.75,256.75,263.75,272.5,279.75,287.75
2009-08-25,50.75,81.5,106.0,133.0,158.75,183.5,202.25,221.25,231.0,240.75,250.0,258.0,265.75,274.75,284.75
2009-08-26,54.5,78.0,106.5,133.5,158.5,182.25,202.75,220.25,230.75,240.75,250.75,258.5,265.75,275.75,285.75
2009-08-27,59.0,81.0,103.5,131.5,157.0,180.25,201.75,218.0,230.75,240.0,249.5,258.0,265.5,274.75,284.75
2009-08-28,55.25,77.0,100.0,128.5,153.75,178.75,200.25,216.0,228.0,238.25,247.5,255.25,261.5,271.0,280.0
2009-08-31,53.0,65.25,92.25,121.75,148.5,173.0,195.0,208.0,221.0,231.25,240.5,247.0,252.25,259.75,268.75
2009-09-01,46.0,64.75,92.75,123.0,148.0,172.25,193.25,207.75,220.25,230.5,239.5,247.25,251.75,260.0,269.0
2009-09-02,42.5,65.25,92.5,121.0,146.0,169.25,189.0,204.25,215.25,226.0,234.5,242.25,247.75,258.0,268.0
2009-09-03,48.5,70.25,96.75,126.5,154.25,178.0,197.5,212.75,223.75,232.25,239.0,245.75,252.25,262.5,272.5
2009-09-04,49.5,82.0,106.5,137.25,164.0,187.0,206.75,223.0,232.0,243.75,252.25,258.75,261.0,271.25,281.25
2009-09-07,49.5,83.0,109.5,139.25,163.0,188.25,207.25,223.0,232.5,243.25,250.5,256.75,261.25,271.75,281.75
2009-09-08,65.0,88.25,115.5,147.75,170.25,194.5,216.0,230.0,239.0,249.25,254.25,260.0,265.75,276.75,286.75
2009-09-09,67.5,93.25,120.0,148.5,174.25,198.5,217.75,230.25,239.0,250.25,256.0,262.25,266.25,276.75,286.75
2009-09-10,69.75,95.25,115.75,144.25,169.0,193.5,212.25,224.5,233.25,243.25,249.25,253.75,259.5,269.25,278.25
2009-09-11,70.75,95.75,118.0,145.5,171.5,196.25,214.0,225.0,231.5,242.75,248.5,253.5,259.0,267.75,276.75
2009-09-14,77.0,99.75,121.25,149.25,178.5,203.25,221.0,230.5,236.5,246.75,251.25,256.0,262.5,272.0,281.0
2009-09-15,84.5,105.75,131.0,158.75,184.0,206.75,224.5,236.75,242.5,253.25,261.25,265.5,267.0,276.5,285.5
2009-09-16,87.75,110.75,136.0,163.25,190.0,212.0,230.25,241.5,248.25,257.5,263.75,268.0,270.5,279.0,288.0
2009-09-17,89.0,106.75,131.5,157.75,183.5,205.0,223.25,234.5,242.25,250.0,255.25,258.75,264.75,272.5,281.5
2009-09-18,87.25,107.25,131.0,157.25,183.25,203.75,220.25,233.0,243.5,250.75,256.5,259.25,266.25,274.25,283.25
2009-09-21,81.75,103.5,127.75,154.75,177.75,199.75,216.0,230.25,241.0,250.0,258.75,263.25,267.75,275.75,284.5
2009-09-22,88.0,103.0,130.25,156.75,178.25,199.0,216.25,230.5,240.0,247.75,255.5,257.75,258.0,267.25,277.5
2009-09-23,88.25,101.75,126.0,152.75,175.75,195.5,215.25,228.75,237.25,246.25,252.5,254.75,255.75,265.75,275.75
2009-09-24,82.75,96.0,123.0,149.0,170.75,190.25,209.25,221.0,230.5,239.75,245.0,247.5,253.25,262.75,272.75
2009-09-25,74.0,96.75,122.75,148.25,170.25,189.75,208.5,220.0,229.75,236.5,240.75,244.5,248.5,260.25,271.75
2009-09-28,73.0,95.25,122.5,149.25,169.75,188.0,206.25,217.5,227.75,233.0,238.25,241.5,246.0,254.75,264.75
2009-09-29,71.25,95.25,121.75,148.5,169.0,186.75,205.25,217.0,224.25,231.5,238.0,240.0,244.25,252.5,262.0
2009-09-30,74.0,99.5,125.75,153.0,173.75,189.25,207.25,219.0,226.5,233.25,241.5,244.0,247.5,257.25,266.5
2009-10-01,63.0,97.0,122.75,148.5,170.0,185.25,203.25,215.0,220.75,227.5,234.0,237.0,241.25,250.0,259.0
2009-10-02,55.0,94.25,121.0,149.5,169.0,185.5,201.5,214.25,221.5,227.75,232.75,238.0,241.25,247.0,252.0
2009-10-05,53.5,91.75,119.0,147.75,169.0,187.5,204.25,216.75,224.0,230.0,235.5,240.25,243.5,249.0,257.75
2009-10-06,58.25,95.75,126.0,154.5,175.75,193.25,207.5,220.25,227.5,234.5,238.75,242.5,245.25,250.0,256.5
2009-10-07,61.0,94.0,126.5,154.0,174.75,191.5,204.5,219.0,226.25,232.5,238.25,240.75,244.75,249.75,256.0
2009-10-08,61.0,96.75,127.5,157.75,178.75,195.0,208.75,221.5,228.75,235.75,241.0,244.5,248.0,254.0,260.0
2009-10-09,62.0,96.75,130.5,160.5,181.25,198.25,211.75,224.5,232.5,238.25,244.25,245.75,249.0,256.25,261.25
2009-10-12,62.75,97.0,130.75,160.5,181.5,198.5,212.0,224.75,232.5,238.25,244.25,245.75,249.0,256.25,261.25
2009-10-13,68.5,100.5,133.75,162.5,183.5,200.5,214.5,227.75,235.5,242.5,246.75,249.25,252.75,260.0,267.0
